State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacy definition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson3
OHIO-Nonmetropolitan Counties,Hardin,3,0,,2,1,0,278,100,161,17,0
OHIO-Nonmetropolitan Counties,Harrison,14,0,,5,0,9,144,53,72,19,5
OHIO-Nonmetropolitan Counties,Henry,9,0,,4,0,5,261,80,177,4,1
OHIO-Nonmetropolitan Counties,Highland,11,0,,1,0,10,435,178,231,26,4
OHIO-Nonmetropolitan Counties,Hocking,9,0,,2,0,7,335,102,207,26,4
OHIO-Nonmetropolitan Counties,Holmes,8,0,,2,1,5,269,82,166,21,2
OHIO-Nonmetropolitan Counties,Huron,6,0,,1,3,2,479,156,303,20,2
OHIO-Nonmetropolitan Counties,Marion,21,0,,6,12,3,709,163,528,18,3
OHIO-Nonmetropolitan Counties,Meigs,7,0,,1,2,4,314,142,152,20,1
OHIO-Nonmetropolitan Counties,Mercer,3,0,,0,1,2,223,42,166,15,2
OHIO-Nonmetropolitan Counties,Morgan,7,0,,2,2,3,180,71,96,13,1
OHIO-Nonmetropolitan Counties,Muskingum,45,0,,22,8,15,1166,330,733,103,6
OHIO-Nonmetropolitan Counties,Paulding,13,1,,4,0,8,216,63,153,0,2
OHIO-Nonmetropolitan Counties,Pike,16,0,,5,3,8,500,168,282,50,9
OHIO-Nonmetropolitan Counties,Ross,40,0,,13,6,21,1788,471,1207,110,3
OHIO-Nonmetropolitan Counties,Seneca,6,0,,0,4,2,165,53,110,2,0
OHIO-Nonmetropolitan Counties,Tuscarawas,8,0,,2,1,5,346,131,184,31,1
OHIO-Nonmetropolitan Counties,Van Wert,7,0,,6,1,0,216,78,131,7,0
OHIO-Nonmetropolitan Counties,Wayne,24,0,,9,0,15,613,239,330,44,7
OHIO-Nonmetropolitan Counties,Williams,12,0,,7,2,3,301,81,202,18,6
OKLAHOMA-Metropolitan Counties,Canadian,21,0,,1,0,20,61,37,15,9,0
OKLAHOMA-Metropolitan Counties,Cleveland,44,1,,6,3,34,287,101,163,23,4
OKLAHOMA-Metropolitan Counties,Comanche,17,1,,5,3,8,210,63,127,20,1
OKLAHOMA-Metropolitan Counties,Creek,74,1,,17,1,55,546,173,319,54,9
OKLAHOMA-Metropolitan Counties,Grady,19,0,,3,0,16,277,73,176,28,3
OKLAHOMA-Metropolitan Counties,Le Flore,44,1,,1,2,40,290,115,147,28,3
OKLAHOMA-Metropolitan Counties,Lincoln,35,0,,6,2,27,266,97,134,35,6
OKLAHOMA-Metropolitan Counties,Logan,40,0,,2,0,38,177,60,79,38,2
OKLAHOMA-Metropolitan Counties,McClain,34,1,,7,1,25,190,58,116,16,2
OKLAHOMA-Metropolitan Counties,Oklahoma,30,0,,1,2,27,248,72,147,29,1
OKLAHOMA-Metropolitan Counties,Okmulgee,6,0,,2,0,4,192,82,86,24,4
OKLAHOMA-Metropolitan Counties,Osage,31,3,,6,2,20,297,121,160,16,10
OKLAHOMA-Metropolitan Counties,Pawnee,29,0,,1,1,27,156,60,72,24,1
OKLAHOMA-Metropolitan Counties,Rogers,3,0,,0,0,3,240,98,91,51,0
OKLAHOMA-Metropolitan Counties,Sequoyah4,,0,,,1,,405,166,173,66,13
OKLAHOMA-Metropolitan Counties,Tulsa,269,2,,15,17,235,1080,353,585,142,10
OKLAHOMA-Metropolitan Counties,Wagoner,35,1,,3,1,30,345,129,165,51,2
OKLAHOMA-Nonmetropolitan Counties,Adair,58,1,,3,0,54,140,65,42,33,8
OKLAHOMA-Nonmetropolitan Counties,Alfalfa,4,0,,0,0,4,24,7,13,4,1
OKLAHOMA-Nonmetropolitan Counties,Atoka,18,0,,4,1,13,122,29,78,15,0
OKLAHOMA-Nonmetropolitan Counties,Beaver,6,1,,3,0,2,41,6,32,3,0
OKLAHOMA-Nonmetropolitan Counties,Beckham,9,0,,1,1,7,76,20,47,9,4
OKLAHOMA-Nonmetropolitan Counties,Blaine,6,0,,1,0,5,42,8,27,7,1
OKLAHOMA-Nonmetropolitan Counties,Bryan,65,1,,6,0,58,366,162,159,45,2
OKLAHOMA-Nonmetropolitan Counties,Caddo,23,1,,1,1,20,253,64,148,41,1
OKLAHOMA-Nonmetropolitan Counties,Carter,48,3,,1,2,42,167,46,111,10,8
OKLAHOMA-Nonmetropolitan Counties,Cherokee,195,4,,7,1,183,341,169,120,52,3
OKLAHOMA-Nonmetropolitan Counties,Choctaw,19,1,,2,1,15,159,57,91,11,0
OKLAHOMA-Nonmetropolitan Counties,Cimarron,0,0,,0,0,0,3,0,2,1,0
OKLAHOMA-Nonmetropolitan Counties,Coal,8,0,,0,1,7,82,17,61,4,0
OKLAHOMA-Nonmetropolitan Counties,Cotton,1,0,,1,0,0,19,8,11,0,0
OKLAHOMA-Nonmetropolitan Counties,Craig,18,0,,2,0,16,124,46,57,21,4
OKLAHOMA-Nonmetropolitan Counties,Custer,2,0,,0,1,1,74,24,47,3,1
OKLAHOMA-Nonmetropolitan Counties,Delaware,72,4,,18,2,48,456,211,201,44,11
OKLAHOMA-Nonmetropolitan Counties,Dewey,1,0,,0,0,1,19,10,7,2,0
OKLAHOMA-Nonmetropolitan Counties,Ellis,1,0,,0,0,1,13,5,7,1,0
OKLAHOMA-Nonmetropolitan Counties,Garfield,11,0,,3,1,7,75,25,44,6,3
OKLAHOMA-Nonmetropolitan Counties,Garvin,20,1,,4,1,14,212,52,133,27,1
OKLAHOMA-Nonmetropolitan Counties,Grant,25,0,,0,0,25,63,11,51,1,1
OKLAHOMA-Nonmetropolitan Counties,Greer,2,1,,1,0,0,24,6,18,0,0
OKLAHOMA-Nonmetropolitan Counties,Harmon,2,0,,1,1,0,13,3,10,0,1
OKLAHOMA-Nonmetropolitan Counties,Harper,2,0,,0,0,2,28,13,13,2,0
OKLAHOMA-Nonmetropolitan Counties,Haskell,42,0,,0,0,42,72,23,28,21,1
OKLAHOMA-Nonmetropolitan Counties,Hughes,3,0,,0,0,3,126,25,74,27,3
OKLAHOMA-Nonmetropolitan Counties,Jackson,10,0,,0,0,10,96,41,46,9,5
OKLAHOMA-Nonmetropolitan Counties,Jefferson,10,0,,0,1,9,40,14,21,5,0
OKLAHOMA-Nonmetropolitan Counties,Johnston,23,0,,1,1,21,16,8,5,3,0
OKLAHOMA-Nonmetropolitan Counties,Kay,12,2,,3,0,7,127,45,75,7,3
OKLAHOMA-Nonmetropolitan Counties,Kingfisher,5,0,,0,1,4,62,27,32,3,0
OKLAHOMA-Nonmetropolitan Counties,Kiowa,5,0,,0,0,5,39,18,18,3,1
OKLAHOMA-Nonmetropolitan Counties,Latimer,16,0,,1,0,15,53,13,33,7,0
OKLAHOMA-Nonmetropolitan Counties,Love,3,0,,1,0,2,97,15,68,14,0
OKLAHOMA-Nonmetropolitan Counties,Major,6,1,,1,0,4,64,22,38,4,2
OKLAHOMA-Nonmetropolitan Counties,Marshall,38,0,,1,0,37,141,38,87,16,1
OKLAHOMA-Nonmetropolitan Counties,Mayes,23,1,,1,1,20,270,92,152,26,0
OKLAHOMA-Nonmetropolitan Counties,McCurtain,34,1,,5,2,26,493,166,289,38,11
OKLAHOMA-Nonmetropolitan Counties,McIntosh,26,0,,3,1,22,340,174,150,16,2
OKLAHOMA-Nonmetropolitan Counties,Murray,6,0,,2,0,4,51,20,21,10,1
OKLAHOMA-Nonmetropolitan Counties,Muskogee,58,1,,11,4,42,253,97,125,31,10
OKLAHOMA-Nonmetropolitan Counties,Noble,10,1,,3,0,6,82,40,37,5,2
OKLAHOMA-Nonmetropolitan Counties,Nowata,22,0,,3,0,19,86,32,45,9,0
OKLAHOMA-Nonmetropolitan Counties,Okfuskee,3,0,,0,0,3,67,15,43,9,4
OKLAHOMA-Nonmetropolitan Counties,Ottawa,19,0,,2,1,16,125,51,55,19,0
OKLAHOMA-Nonmetropolitan Counties,Payne,19,0,,0,0,19,220,80,118,22,0
OKLAHOMA-Nonmetropolitan Counties,Pittsburg,26,3,,6,2,15,517,175,331,11,18
OKLAHOMA-Nonmetropolitan Counties,Pontotoc4,,0,,2,0,,202,95,97,10,8
OKLAHOMA-Nonmetropolitan Counties,Pottawatomie,63,1,,8,4,50,477,170,267,40,7
OKLAHOMA-Nonmetropolitan Counties,Pushmataha,13,0,,1,0,12,105,49,42,14,3
OKLAHOMA-Nonmetropolitan Counties,Roger Mills,1,0,,0,0,1,50,8,40,2,3
OKLAHOMA-Nonmetropolitan Counties,Seminole,39,1,,2,0,36,223,67,143,13,3
OKLAHOMA-Nonmetropolitan Counties,Stephens,38,0,,2,1,35,157,35,110,12,3
OKLAHOMA-Nonmetropolitan Counties,Texas,5,0,,1,0,4,52,13,37,2,0
OKLAHOMA-Nonmetropolitan Counties,Tillman,5,0,,3,0,2,45,11,29,5,2
OKLAHOMA-Nonmetropolitan Counties,Washington,27,0,,2,0,25,163,64,93,6,8
OKLAHOMA-Nonmetropolitan Counties,Washita,6,0,,0,0,6,23,8,12,3,1
OKLAHOMA-Nonmetropolitan Counties,Woods,3,0,,0,0,3,16,5,10,1,0
OKLAHOMA-Nonmetropolitan Counties,Woodward,6,0,,0,0,6,111,49,46,16,0
OREGON-Metropolitan Counties,Benton,27,1,,5,0,21,277,77,185,15,7
OREGON-Metropolitan Counties,Clackamas,220,5,,42,95,78,5885,989,4292,604,16
OREGON-Metropolitan Counties,Deschutes,97,0,,15,4,78,990,298,610,82,15
OREGON-Metropolitan Counties,Jackson,179,3,,10,6,160,1177,297,778,102,9
OREGON-Metropolitan Counties,Lane,277,0,,15,22,240,1483,605,693,185,21
OREGON-Metropolitan Counties,Marion,125,0,,32,50,43,2955,569,2003,383,12
OREGON-Metropolitan Counties,Multnomah,33,1,,1,11,20,895,132,675,88,2
OREGON-Metropolitan Counties,Polk,40,0,,5,1,34,274,70,182,22,6
OREGON-Metropolitan Counties,Washington,245,3,,50,59,133,3433,644,2418,371,36
OREGON-Metropolitan Counties,Yamhill,36,1,,9,6,20,596,127,416,53,9
OREGON-Nonmetropolitan Counties,Baker,3,0,,0,1,2,20,6,11,3,0
OREGON-Nonmetropolitan Counties,Clatsop,16,0,,4,2,10,183,41,131,11,0
OREGON-Nonmetropolitan Counties,Crook,30,0,,5,2,23,133,50,80,3,0
OREGON-Nonmetropolitan Counties,Douglas,59,1,,21,4,33,1139,315,743,81,15
OREGON-Nonmetropolitan Counties,Gilliam,0,0,,0,0,0,27,8,17,2,0
OREGON-Nonmetropolitan Counties,Grant,0,0,,0,0,0,65,20,40,5,0
OREGON-Nonmetropolitan Counties,Harney,0,0,,0,0,0,21,8,11,2,0
OREGON-Nonmetropolitan Counties,Hood River,13,0,,1,4,8,301,46,230,25,3
OREGON-Nonmetropolitan Counties,Jefferson,29,0,,6,3,20,257,85,128,44,6
OREGON-Nonmetropolitan Counties,Josephine,31,1,,4,4,22,844,273,457,114,7
OREGON-Nonmetropolitan Counties,Lincoln,51,0,,8,4,39,499,143,333,23,4
OREGON-Nonmetropolitan Counties,Linn,21,2,,2,5,12,1175,394,690,91,4
OREGON-Nonmetropolitan Counties,Malheur,3,0,,2,0,1,197,78,107,12,1
OREGON-Nonmetropolitan Counties,Morrow,18,0,,5,0,13,202,51,126,25,1
OREGON-Nonmetropolitan Counties,Sherman,0,0,,0,0,0,39,3,34,2,0
OREGON-Nonmetropolitan Counties,Tillamook,11,0,,3,2,6,308,114,169,25,5
OREGON-Nonmetropolitan Counties,Umatilla,46,2,,9,3,32,445,148,229,68,9
OREGON-Nonmetropolitan Counties,Union,6,0,,2,0,4,181,50,119,12,1
OREGON-Nonmetropolitan Counties,Wallowa,8,0,,2,0,6,52,11,38,3,0
OREGON-Nonmetropolitan Counties,Wasco,1,0,,0,0,1,253,68,139,46,0
OREGON-Nonmetropolitan Counties,Wheeler,0,0,,0,0,0,23,9,13,1,1
PENNSYLVANIA-Metropolitan Counties,Allegheny,19,0,,0,0,19,2,0,2,0,0
PENNSYLVANIA-Metropolitan Counties,Allegheny County Police Department,51,0,,11,0,40,253,11,213,29,44
PENNSYLVANIA-Metropolitan Counties,Beaver,5,0,,0,0,5,5,0,5,0,0
PENNSYLVANIA-Metropolitan Counties,Cumberland,0,0,,0,0,0,0,0,0,0,0
PENNSYLVANIA-Metropolitan Counties,Lycoming,0,0,,0,0,0,0,0,0,0,0
PENNSYLVANIA-Metropolitan Counties,Montgomery,0,0,,0,0,0,0,0,0,0,0
PENNSYLVANIA-Metropolitan Counties,Pike,0,0,,0,0,0,0,0,0,0,0
PENNSYLVANIA-Metropolitan Counties,Washington,3,0,,0,0,3,3,1,2,0,0
PENNSYLVANIA-Metropolitan Counties,York,2,0,,0,0,2,0,0,0,0,0
PENNSYLVANIA-Nonmetropolitan Counties,Bradford,1,0,,0,0,1,0,0,0,0,0
PENNSYLVANIA-Nonmetropolitan Counties,Elk,0,0,,0,0,0,0,0,0,0,0
PENNSYLVANIA-Nonmetropolitan Counties,Greene,0,0,,0,0,0,0,0,0,0,0
PENNSYLVANIA-Nonmetropolitan Counties,Snyder,0,0,,0,0,0,0,0,0,0,0
PENNSYLVANIA-Nonmetropolitan Counties,Tioga,0,0,,0,0,0,0,0,0,0,0
SOUTH CAROLINA-Metropolitan Counties,Aiken,441,6,,51,88,296,3150,1008,1723,419,6
SOUTH CAROLINA-Metropolitan Counties,Anderson,820,4,,47,76,693,7068,2088,4263,717,33
SOUTH CAROLINA-Metropolitan Counties,Berkeley,587,7,,34,94,452,3318,956,1929,433,15
SOUTH CAROLINA-Metropolitan Counties,Calhoun,85,0,,1,12,72,297,72,178,47,3
SOUTH CAROLINA-Metropolitan Counties,Charleston,937,7,,33,107,790,2696,797,1488,411,11
SOUTH CAROLINA-Metropolitan Counties,Darlington,440,15,,17,41,367,2084,697,1150,237,17
SOUTH CAROLINA-Metropolitan Counties,Dorchester,445,6,,29,80,330,2321,634,1449,238,10
SOUTH CAROLINA-Metropolitan Counties,Edgefield,32,0,,1,3,28,364,84,238,42,1
SOUTH CAROLINA-Metropolitan Counties,Fairfield,210,2,,11,12,185,739,256,413,70,5
SOUTH CAROLINA-Metropolitan Counties,Florence,596,5,,19,86,486,3158,827,1999,332,8
SOUTH CAROLINA-Metropolitan Counties,Greenville,2252,20,,121,524,1587,11531,3467,6812,1252,44
SOUTH CAROLINA-Metropolitan Counties,Horry,1,0,,0,0,1,38,0,38,0,0
SOUTH CAROLINA-Metropolitan Counties,Horry County Police Department,1465,9,,77,166,1213,7875,1853,5151,871,24
SOUTH CAROLINA-Metropolitan Counties,Kershaw,157,2,,16,14,125,1236,335,757,144,12
SOUTH CAROLINA-Metropolitan Counties,Laurens,243,3,,27,28,185,1351,472,747,132,5
SOUTH CAROLINA-Metropolitan Counties,Lexington,607,10,,60,124,413,4161,1036,2667,458,5
SOUTH CAROLINA-Metropolitan Counties,Pickens,247,0,,27,12,208,1906,555,1139,212,10
SOUTH CAROLINA-Metropolitan Counties,Richland,2282,23,,90,420,1749,8715,2147,5587,981,34
SOUTH CAROLINA-Metropolitan Counties,Saluda,52,0,,8,4,40,223,67,129,27,1
SOUTH CAROLINA-Metropolitan Counties,Sumter,1005,5,,33,45,922,2624,960,1358,306,43
SOUTH CAROLINA-Metropolitan Counties,York,602,2,,35,57,508,3323,820,2193,310,13
SOUTH CAROLINA-Nonmetropolitan Counties,Abbeville,61,0,,1,1,59,320,91,209,20,3
SOUTH CAROLINA-Nonmetropolitan Counties,Allendale,15,0,,0,2,13,70,19,44,7,0
SOUTH CAROLINA-Nonmetropolitan Counties,Bamberg,49,0,,2,4,43,303,140,124,39,3
SOUTH CAROLINA-Nonmetropolitan Counties,Barnwell,97,2,,2,3,90,381,117,236,28,1
SOUTH CAROLINA-Nonmetropolitan Counties,Beaufort,671,7,,22,127,515,3928,1018,2643,267,10
SOUTH CAROLINA-Nonmetropolitan Counties,Cherokee,147,0,,1,25,121,1542,467,969,106,4
SOUTH CAROLINA-Nonmetropolitan Counties,Chester,222,1,,6,22,193,731,186,482,63,5
SOUTH CAROLINA-Nonmetropolitan Counties,Chesterfield,141,2,,2,9,128,893,277,549,67,7
SOUTH CAROLINA-Nonmetropolitan Counties,Clarendon,227,3,,18,33,173,933,238,566,129,4
SOUTH CAROLINA-Nonmetropolitan Counties,Colleton,302,2,,8,35,257,1274,332,786,156,14
SOUTH CAROLINA-Nonmetropolitan Counties,Dillon,307,3,,16,39,249,1081,309,634,138,8
SOUTH CAROLINA-Nonmetropolitan Counties,Georgetown,237,3,,16,27,191,1553,360,1062,131,10
SOUTH CAROLINA-Nonmetropolitan Counties,Greenwood,348,1,,10,12,325,1658,336,1223,99,6
SOUTH CAROLINA-Nonmetropolitan Counties,Hampton,97,2,,2,8,85,342,101,208,33,2
SOUTH CAROLINA-Nonmetropolitan Counties,Jasper,147,3,,8,16,120,717,203,422,92,4
SOUTH CAROLINA-Nonmetropolitan Counties,Lancaster,206,3,,20,46,137,1934,590,1229,115,10
SOUTH CAROLINA-Nonmetropolitan Counties,Lee,90,2,,4,4,80,488,132,306,50,8
SOUTH CAROLINA-Nonmetropolitan Counties,Marion,163,2,,12,15,134,769,205,496,68,9
SOUTH CAROLINA-Nonmetropolitan Counties,Marlboro,124,0,,6,10,108,603,173,371,59,6
SOUTH CAROLINA-Nonmetropolitan Counties,McCormick,24,0,,1,1,22,105,30,61,14,3
SOUTH CAROLINA-Nonmetropolitan Counties,Newberry,80,4,,8,6,62,445,83,332,30,2
SOUTH CAROLINA-Nonmetropolitan Counties,Oconee,271,0,,26,16,229,1212,374,741,97,7
SOUTH CAROLINA-Nonmetropolitan Counties,Orangeburg,453,9,,36,82,326,3669,1407,1753,509,2
SOUTH CAROLINA-Nonmetropolitan Counties,Union,116,1,,2,5,108,461,164,266,31,4
SOUTH CAROLINA-Nonmetropolitan Counties,Williamsburg,125,5,,7,15,98,687,230,354,103,9
SOUTH DAKOTA-Metropolitan Counties,Lincoln,7,0,,1,0,6,75,28,42,5,0
SOUTH DAKOTA-Metropolitan Counties,McCook,5,0,,1,0,4,28,4,24,0,0
SOUTH DAKOTA-Metropolitan Counties,Meade,30,0,,6,0,24,130,16,103,11,0
SOUTH DAKOTA-Metropolitan Counties,Minnehaha,20,0,,5,2,13,268,96,159,13,1
SOUTH DAKOTA-Metropolitan Counties,Pennington,59,0,,24,4,31,432,95,320,17,2
SOUTH DAKOTA-Metropolitan Counties,Turner,6,0,,1,0,5,26,8,14,4,3
SOUTH DAKOTA-Metropolitan Counties,Union,11,0,,2,1,8,35,9,25,1,1
SOUTH DAKOTA-Nonmetropolitan Counties,Beadle,2,0,,0,0,2,36,3,32,1,0
SOUTH DAKOTA-Nonmetropolitan Counties,Bennett,6,0,,0,0,6,2,0,2,0,0
SOUTH DAKOTA-Nonmetropolitan Counties,Bon Homme,1,0,,0,0,1,0,0,0,0,0
SOUTH DAKOTA-Nonmetropolitan Counties,Brookings,0,0,,0,0,0,36,2,32,2,0
SOUTH DAKOTA-Nonmetropolitan Counties,Brown,5,0,,3,0,2,44,21,17,6,0
SOUTH DAKOTA-Nonmetropolitan Counties,Campbell,1,0,,1,0,0,4,1,3,0,0
SOUTH DAKOTA-Nonmetropolitan Counties,Charles Mix,6,0,,0,0,6,16,7,9,0,1
SOUTH DAKOTA-Nonmetropolitan Counties,Clay,1,0,,0,0,1,31,5,25,1,0
SOUTH DAKOTA-Nonmetropolitan Counties,Codington,3,1,,1,0,1,32,6,25,1,1
SOUTH DAKOTA-Nonmetropolitan Counties,Corson,0,0,,0,0,0,20,6,12,2,0
SOUTH DAKOTA-Nonmetropolitan Counties,Custer,1,0,,0,0,1,8,0,8,0,0
SOUTH DAKOTA-Nonmetropolitan Counties,Davison,1,0,,0,0,1,15,4,9,2,0
SOUTH DAKOTA-Nonmetropolitan Counties,Deuel,2,0,,1,0,1,36,12,21,3,0
SOUTH DAKOTA-Nonmetropolitan Counties,Dewey,4,0,,1,0,3,6,1,3,2,0
SOUTH DAKOTA-Nonmetropolitan Counties,Edmunds,0,0,,0,0,0,0,0,0,0,0
SOUTH DAKOTA-Nonmetropolitan Counties,Hamlin,2,0,,1,0,1,30,19,11,0,1
SOUTH DAKOTA-Nonmetropolitan Counties,Hanson,1,0,,0,0,1,9,2,6,1,0
SOUTH DAKOTA-Nonmetropolitan Counties,Harding,0,0,,0,0,0,0,0,0,0,0
SOUTH DAKOTA-Nonmetropolitan Counties,Hughes,3,0,,2,0,1,9,4,5,0,0
SOUTH DAKOTA-Nonmetropolitan Counties,Hutchinson,0,0,,0,0,0,6,6,0,0,0
SOUTH DAKOTA-Nonmetropolitan Counties,Kingsbury,2,0,,0,0,2,0,0,0,0,0
SOUTH DAKOTA-Nonmetropolitan Counties,Lawrence,9,0,,0,1,8,63,27,30,6,1
SOUTH DAKOTA-Nonmetropolitan Counties,Marshall,4,0,,0,0,4,55,22,30,3,1
SOUTH DAKOTA-Nonmetropolitan Counties,McPherson,0,0,,0,0,0,1,1,0,0,0
SOUTH DAKOTA-Nonmetropolitan Counties,Miner,1,0,,0,0,1,32,20,11,1,1
SOUTH DAKOTA-Nonmetropolitan Counties,Moody,5,0,,0,0,5,34,6,28,0,1
SOUTH DAKOTA-Nonmetropolitan Counties,Perkins,0,0,,0,0,0,4,2,2,0,0
SOUTH DAKOTA-Nonmetropolitan Counties,Roberts,3,0,,0,0,3,1,1,0,0,0
SOUTH DAKOTA-Nonmetropolitan Counties,Spink,4,0,,1,0,3,45,13,29,3,0
SOUTH DAKOTA-Nonmetropolitan Counties,Sully,0,0,,0,0,0,2,1,1,0,0
SOUTH DAKOTA-Nonmetropolitan Counties,Tripp,0,0,,0,0,0,12,1,10,1,0
SOUTH DAKOTA-Nonmetropolitan Counties,Yankton,3,0,,1,0,2,29,11,14,4,0
SOUTH DAKOTA-Nonmetropolitan Counties,Ziebach,0,0,,0,0,0,4,4,0,0,0
TENNESSEE-Metropolitan Counties,Anderson,164,1,,10,5,148,1021,387,533,101,13
TENNESSEE-Metropolitan Counties,Blount,300,0,,29,18,253,1661,585,911,165,10
TENNESSEE-Metropolitan Counties,Bradley,349,2,,11,9,327,1064,249,725,90,14
TENNESSEE-Metropolitan Counties,Cannon,20,0,,0,0,20,116,51,48,17,0
TENNESSEE-Metropolitan Counties,Carter,55,1,,0,3,51,654,216,389,49,11
TENNESSEE-Metropolitan Counties,Cheatham,100,0,,5,2,93,545,148,312,85,1
TENNESSEE-Metropolitan Counties,Chester,25,0,,2,1,22,131,33,85,13,0
TENNESSEE-Metropolitan Counties,Dickson,124,0,,14,4,106,766,267,407,92,11
TENNESSEE-Metropolitan Counties,Fayette,131,0,,5,10,116,579,182,300,97,4
TENNESSEE-Metropolitan Counties,Grainger,32,1,,0,4,27,437,166,234,37,1
TENNESSEE-Metropolitan Counties,Hamblen,116,1,,7,16,92,724,284,394,46,10
TENNESSEE-Metropolitan Counties,Hamilton,344,2,,24,17,301,1942,516,1309,117,4
TENNESSEE-Metropolitan Counties,Hartsville-Trousdale,37,0,,1,4,32,170,45,114,11,2
TENNESSEE-Metropolitan Counties,Hawkins,93,1,,13,6,73,1104,381,614,109,10
TENNESSEE-Metropolitan Counties,Hickman,60,0,,8,4,48,480,172,264,44,4
TENNESSEE-Metropolitan Counties,Jefferson,104,1,,8,4,91,827,291,461,75,4
TENNESSEE-Metropolitan Counties,Knox,519,5,,22,106,386,5761,1515,3743,503,26
TENNESSEE-Metropolitan Counties,Loudon,78,1,,2,10,65,681,175,433,73,8
TENNESSEE-Metropolitan Counties,Macon,56,2,,1,1,52,223,53,149,21,4
TENNESSEE-Metropolitan Counties,Madison,218,2,,18,15,183,920,313,507,100,4
TENNESSEE-Metropolitan Counties,Montgomery,168,2,,9,8,149,770,247,462,61,4
TENNESSEE-Metropolitan Counties,Polk,40,0,,1,3,36,289,75,180,34,1
TENNESSEE-Metropolitan Counties,Robertson,73,0,,9,2,62,482,160,289,33,1
TENNESSEE-Metropolitan Counties,Rutherford,216,2,,20,11,183,1309,374,787,148,8
TENNESSEE-Metropolitan Counties,Sequatchie,32,0,,2,1,29,94,37,48,9,2
TENNESSEE-Metropolitan Counties,Shelby,489,6,,32,80,371,3555,1122,2140,293,22
TENNESSEE-Metropolitan Counties,Stewart,38,0,,1,1,36,156,68,73,15,3
TENNESSEE-Metropolitan Counties,Sullivan,323,2,,31,19,271,1980,623,1172,185,28
TENNESSEE-Metropolitan Counties,Sumner,159,0,,31,3,125,744,221,476,47,8
TENNESSEE-Metropolitan Counties,Tipton,219,2,,8,10,199,661,214,345,102,5
TENNESSEE-Metropolitan Counties,Unicoi,32,0,,0,0,32,107,15,83,9,0
TENNESSEE-Metropolitan Counties,Union,33,0,,1,5,27,384,170,174,40,1
TENNESSEE-Metropolitan Counties,Washington,268,1,,6,8,253,1052,364,615,73,22
TENNESSEE-Metropolitan Counties,Williamson,61,2,,2,4,53,620,166,414,40,2
TENNESSEE-Metropolitan Counties,Wilson,209,1,,5,7,196,959,355,507,97,14
TENNESSEE-Nonmetropolitan Counties,Bedford,51,1,,1,1,48,266,78,162,26,4
TENNESSEE-Nonmetropolitan Counties,Benton,45,1,,1,1,42,215,80,120,15,0
TENNESSEE-Nonmetropolitan Counties,Bledsoe,26,2,,2,0,22,91,19,46,26,2
TENNESSEE-Nonmetropolitan Counties,Campbell,83,0,,3,6,74,940,275,566,99,10
TENNESSEE-Nonmetropolitan Counties,Carroll,39,0,,1,4,34,211,70,121,20,1
TENNESSEE-Nonmetropolitan Counties,Claiborne,108,0,,5,7,96,721,292,374,55,9
TENNESSEE-Nonmetropolitan Counties,Clay,4,0,,0,0,4,107,40,57,10,2
TENNESSEE-Nonmetropolitan Counties,Cocke,99,2,,4,8,85,706,292,337,77,7
TENNESSEE-Nonmetropolitan Counties,Coffee,55,0,,0,3,52,490,59,387,44,0
TENNESSEE-Nonmetropolitan Counties,Crockett,13,0,,4,2,7,128,25,82,21,0
TENNESSEE-Nonmetropolitan Counties,Cumberland,78,1,,4,5,68,1077,386,588,103,12
TENNESSEE-Nonmetropolitan Counties,Decatur,36,0,,5,0,31,196,56,114,26,1
TENNESSEE-Nonmetropolitan Counties,DeKalb,34,0,,0,1,33,367,131,192,44,2
TENNESSEE-Nonmetropolitan Counties,Dyer,38,0,,3,3,32,366,122,219,25,0
TENNESSEE-Nonmetropolitan Counties,Fentress,46,1,,0,0,45,339,143,165,31,4
TENNESSEE-Nonmetropolitan Counties,Franklin,37,0,,2,4,31,310,75,200,35,11
TENNESSEE-Nonmetropolitan Counties,Gibson,57,0,,3,3,51,309,112,159,38,2
TENNESSEE-Nonmetropolitan Counties,Giles,68,0,,3,0,65,289,134,134,21,0
TENNESSEE-Nonmetropolitan Counties,Greene,219,0,,12,15,192,1158,387,669,102,18
TENNESSEE-Nonmetropolitan Counties,Grundy,129,0,,4,0,125,142,66,33,43,6
TENNESSEE-Nonmetropolitan Counties,Hancock,7,0,,0,1,6,151,65,82,4,2
TENNESSEE-Nonmetropolitan Counties,Hardeman,102,1,,5,9,87,421,155,209,57,3
TENNESSEE-Nonmetropolitan Counties,Hardin,98,1,,7,2,88,542,214,282,46,3
TENNESSEE-Nonmetropolitan Counties,Haywood,39,2,,1,8,28,204,79,96,29,2
TENNESSEE-Nonmetropolitan Counties,Henderson,86,3,,2,4,77,311,102,177,32,0
TENNESSEE-Nonmetropolitan Counties,Henry,68,1,,3,2,62,503,194,274,35,0
TENNESSEE-Nonmetropolitan Counties,Houston,24,0,,0,0,24,149,68,71,10,1
TENNESSEE-Nonmetropolitan Counties,Humphreys,25,0,,1,0,24,155,38,101,16,1
TENNESSEE-Nonmetropolitan Counties,Johnson,89,0,,0,1,88,184,81,83,20,11
