State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacy definition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,
MISSISSIPPI Nonmetropolitan Counties ,Sharkey,9,0,,0,0,9,27,18,7,2,
MISSISSIPPI Nonmetropolitan Counties ,Tippah,26,1,,1,1,23,23,4,18,1,
MISSISSIPPI Nonmetropolitan Counties ,Tishomingo,24,0,,0,23,1,97,89,3,5,
MISSISSIPPI Nonmetropolitan Counties ,Union,9,1,,0,6,2,224,122,78,24,
MISSISSIPPI Nonmetropolitan Counties ,Warren,14,1,,2,1,10,361,131,190,40,
MISSISSIPPI Nonmetropolitan Counties ,Washington,19,2,,9,1,7,315,111,172,32,
MISSOURI Metropolitan Counties ,Andrew,2,2,,0,0,0,151,37,96,18,
MISSOURI Metropolitan Counties ,Bates,27,0,,0,0,27,148,58,74,16,
MISSOURI Metropolitan Counties ,Boone,150,0,,6,19,125,907,211,607,89,
MISSOURI Metropolitan Counties ,Buchanan,35,0,,0,0,35,221,73,136,12,
MISSOURI Metropolitan Counties ,Caldwell,18,0,,0,4,14,95,34,46,15,
MISSOURI Metropolitan Counties ,Callaway,42,2,,4,5,31,576,137,399,40,
MISSOURI Metropolitan Counties ,Cass,80,0,,12,2,66,421,129,257,35,
MISSOURI Metropolitan Counties ,Christian,157,0,,2,0,155,294,91,168,35,
MISSOURI Metropolitan Counties ,Clay,32,2,,3,0,27,225,70,120,35,
MISSOURI Metropolitan Counties ,Clinton,16,0,,6,1,9,156,50,88,18,
MISSOURI Metropolitan Counties ,Cole,40,0,,6,2,32,495,130,321,44,
MISSOURI Metropolitan Counties ,Dallas,55,0,,5,0,50,221,95,107,19,
MISSOURI Metropolitan Counties ,De Kalb,31,0,,7,0,24,57,14,31,12,
MISSOURI Metropolitan Counties ,Franklin,58,0,,2,1,55,848,188,615,45,
MISSOURI Metropolitan Counties ,Greene,442,0,,6,11,425,1488,303,1078,107,
MISSOURI Metropolitan Counties ,Howard,9,1,,2,0,6,56,33,16,7,
MISSOURI Metropolitan Counties ,Jackson,55,1,,4,11,39,644,187,392,65,
MISSOURI Metropolitan Counties ,Jasper,73,0,,10,10,53,703,202,423,78,
MISSOURI Metropolitan Counties ,Jefferson,398,3,,36,17,342,3599,421,2944,234,
MISSOURI Metropolitan Counties ,Lafayette,21,0,,1,0,20,183,74,90,19,
MISSOURI Metropolitan Counties ,Lincoln,87,0,,4,1,82,266,70,170,26,
MISSOURI Metropolitan Counties ,McDonald,68,0,,12,4,52,419,106,243,70,
MISSOURI Metropolitan Counties ,Moniteau,7,0,,1,0,6,38,13,15,10,
MISSOURI Metropolitan Counties ,Newton,87,1,,5,3,78,922,221,630,71,
MISSOURI Metropolitan Counties ,Osage,13,0,,0,0,13,73,18,46,9,
MISSOURI Metropolitan Counties ,Platte,26,0,,0,3,23,295,67,220,8,
MISSOURI Metropolitan Counties ,Polk,31,0,,2,1,28,258,107,142,9,
MISSOURI Metropolitan Counties ,Ray,33,0,,4,0,29,164,69,73,22,
MISSOURI Metropolitan Counties ,St. Charles,218,0,,6,16,196,1808,292,1433,83,
MISSOURI Metropolitan Counties ,St. Louis County Police Department,1240,14,,60,312,854,10547,1961,7433,1153,
MISSOURI Metropolitan Counties ,Warren,63,1,,4,3,55,252,60,152,40,
MISSOURI Metropolitan Counties ,Washington,73,0,,4,1,68,218,57,129,32,
MISSOURI Metropolitan Counties ,Webster,39,0,,2,1,36,315,112,177,26,
MISSOURI Nonmetropolitan Counties,Adair,17,1,,0,1,15,20,6,8,6,
MISSOURI Nonmetropolitan Counties,Atchison,3,0,,2,1,0,8,3,2,3,
MISSOURI Nonmetropolitan Counties,Audrain,12,0,,1,1,10,158,44,105,9,
MISSOURI Nonmetropolitan Counties,Barry,46,2,,8,1,35,521,183,306,32,
MISSOURI Nonmetropolitan Counties,Barton,23,0,,3,1,19,127,27,99,1,
MISSOURI Nonmetropolitan Counties,Benton,36,0,,1,0,35,268,82,168,18,
MISSOURI Nonmetropolitan Counties,Bollinger,10,0,,0,0,10,86,35,48,3,
MISSOURI Nonmetropolitan Counties,Butler,37,1,,0,3,33,505,152,295,58,
MISSOURI Nonmetropolitan Counties,Camden,61,1,,0,1,59,578,179,370,29,
MISSOURI Nonmetropolitan Counties,Cape Girardeau,87,0,,2,1,84,228,58,161,9,
MISSOURI Nonmetropolitan Counties,Carroll,3,0,,1,0,2,68,14,49,5,
MISSOURI Nonmetropolitan Counties,Carter,1,0,,0,0,1,56,16,27,13,
MISSOURI Nonmetropolitan Counties,Cedar,10,0,,0,2,8,102,39,61,2,
MISSOURI Nonmetropolitan Counties,Clark,4,0,,2,0,2,58,28,26,4,
MISSOURI Nonmetropolitan Counties,Cooper,34,1,,1,0,32,164,35,117,12,
MISSOURI Nonmetropolitan Counties,Crawford,44,0,,0,1,43,289,98,170,21,
MISSOURI Nonmetropolitan Counties,Dade,7,0,,2,0,5,35,21,10,4,
MISSOURI Nonmetropolitan Counties,Daviess,7,2,,0,0,5,68,37,26,5,
MISSOURI Nonmetropolitan Counties,Dent,17,0,,0,0,17,131,47,63,21,
MISSOURI Nonmetropolitan Counties,Douglas,36,0,,0,2,34,122,47,58,17,
MISSOURI Nonmetropolitan Counties,Dunklin,16,0,,3,1,12,168,53,113,2,
MISSOURI Nonmetropolitan Counties,Gasconade,34,0,,3,1,30,90,41,41,8,
MISSOURI Nonmetropolitan Counties,Gentry,6,0,,0,0,6,72,45,16,11,
MISSOURI Nonmetropolitan Counties,Grundy,5,0,,0,0,5,42,21,19,2,
MISSOURI Nonmetropolitan Counties,Harrison,6,0,,1,0,5,54,16,36,2,
MISSOURI Nonmetropolitan Counties,Henry,18,1,,2,1,14,224,86,123,15,
MISSOURI Nonmetropolitan Counties,Hickory,1,0,,1,0,0,146,52,79,15,
MISSOURI Nonmetropolitan Counties,Holt,3,0,,0,2,1,96,35,42,19,
MISSOURI Nonmetropolitan Counties,Howell,126,0,,0,0,126,445,132,259,54,
MISSOURI Nonmetropolitan Counties,Iron,13,0,,0,1,12,114,55,43,16,
MISSOURI Nonmetropolitan Counties,Johnson,37,0,,1,0,36,370,142,211,17,
MISSOURI Nonmetropolitan Counties,Knox,5,0,,0,0,5,110,15,94,1,
MISSOURI Nonmetropolitan Counties,Laclede,24,0,,1,4,19,361,125,218,18,
MISSOURI Nonmetropolitan Counties,Lawrence,12,0,,0,0,12,249,106,120,23,
MISSOURI Nonmetropolitan Counties,Lewis,8,0,,1,0,7,86,31,52,3,
MISSOURI Nonmetropolitan Counties,Linn,23,0,,0,0,23,37,14,16,7,
MISSOURI Nonmetropolitan Counties,Livingston,1,0,,0,0,1,51,16,34,1,
MISSOURI Nonmetropolitan Counties,Macon,19,0,,2,0,17,58,23,30,5,
MISSOURI Nonmetropolitan Counties,Madison,15,0,,3,0,12,85,36,42,7,
MISSOURI Nonmetropolitan Counties,Maries,12,0,,0,0,12,72,35,33,4,
MISSOURI Nonmetropolitan Counties,Marion,8,0,,0,0,8,99,24,74,1,
MISSOURI Nonmetropolitan Counties,Mercer,6,0,,0,0,6,30,23,5,2,
MISSOURI Nonmetropolitan Counties,Miller,51,0,,4,0,47,190,78,93,19,
MISSOURI Nonmetropolitan Counties,Mississippi,25,2,,2,0,21,64,23,35,6,
MISSOURI Nonmetropolitan Counties,Monroe,4,0,,1,0,3,63,23,36,4,
MISSOURI Nonmetropolitan Counties,Montgomery,6,0,,0,0,6,131,50,69,12,
MISSOURI Nonmetropolitan Counties,Morgan,117,0,,0,0,117,231,110,107,14,
MISSOURI Nonmetropolitan Counties,New Madrid,39,1,,3,1,34,71,26,34,11,
MISSOURI Nonmetropolitan Counties,Nodaway,8,0,,1,0,7,139,43,90,6,
MISSOURI Nonmetropolitan Counties,Oregon,12,0,,0,0,12,28,13,13,2,
MISSOURI Nonmetropolitan Counties,Ozark,16,0,,2,2,12,77,25,43,9,
MISSOURI Nonmetropolitan Counties,Pemiscot,15,1,,1,3,10,90,36,50,4,
MISSOURI Nonmetropolitan Counties,Perry,11,0,,0,0,11,67,27,38,2,
MISSOURI Nonmetropolitan Counties,Pettis,29,0,,1,2,26,232,73,147,12,
MISSOURI Nonmetropolitan Counties,Phelps,143,2,,8,3,130,451,141,271,39,
MISSOURI Nonmetropolitan Counties,Pike,6,1,,1,0,4,56,33,22,1,
MISSOURI Nonmetropolitan Counties,Pulaski,106,1,,16,6,83,263,113,124,26,
MISSOURI Nonmetropolitan Counties,Putnam,0,0,,0,0,0,10,4,6,0,
MISSOURI Nonmetropolitan Counties,Ralls,34,0,,0,1,33,111,43,58,10,
MISSOURI Nonmetropolitan Counties,Randolph,13,0,,1,2,10,159,54,99,6,
MISSOURI Nonmetropolitan Counties,Reynolds,6,0,,3,0,3,14,10,1,3,
MISSOURI Nonmetropolitan Counties,Ripley,21,0,,2,0,19,269,88,151,30,
MISSOURI Nonmetropolitan Counties,Saline,6,0,,0,0,6,128,33,86,9,
MISSOURI Nonmetropolitan Counties,Schuyler,8,1,,0,1,6,22,10,7,5,
MISSOURI Nonmetropolitan Counties,Scotland,1,0,,0,0,1,39,8,31,0,
MISSOURI Nonmetropolitan Counties,Scott,19,0,,3,1,15,195,53,124,18,
MISSOURI Nonmetropolitan Counties,Shannon,12,0,,0,0,12,62,24,24,14,
MISSOURI Nonmetropolitan Counties,Shelby,4,0,,0,0,4,52,24,28,0,
MISSOURI Nonmetropolitan Counties,St. Clair,14,0,,0,0,14,130,38,92,0,
MISSOURI Nonmetropolitan Counties,Ste. Genevieve,32,0,,5,1,26,173,53,114,6,
MISSOURI Nonmetropolitan Counties,St. Francois,63,0,,8,1,54,493,149,284,60,
MISSOURI Nonmetropolitan Counties,Stoddard,24,1,,1,0,22,131,45,75,11,
MISSOURI Nonmetropolitan Counties,Stone,252,1,,11,0,240,742,260,409,73,
MISSOURI Nonmetropolitan Counties,Sullivan,13,0,,1,0,12,49,23,20,6,
MISSOURI Nonmetropolitan Counties,Taney,97,0,,9,2,86,506,150,330,26,
MISSOURI Nonmetropolitan Counties,Texas,50,3,,2,0,45,179,61,89,29,
MISSOURI Nonmetropolitan Counties,Vernon,31,0,,1,0,30,270,87,167,16,
MISSOURI Nonmetropolitan Counties,Wayne,2,0,,0,0,2,107,36,58,13,
MISSOURI Nonmetropolitan Counties,Worth,0,0,,0,0,0,18,9,7,2,
MISSOURI Nonmetropolitan Counties,Wright,15,0,,1,1,13,75,13,54,8,
MONTANA Metropolitan Counties,Carbon,1,0,,0,0,1,33,3,28,2,
MONTANA Metropolitan Counties,Yellowstone,36,1,,5,4,26,666,108,507,51,
MONTANA Nonmetropolitan Counties,Beaverhead,8,0,,0,0,8,42,8,29,5,
MONTANA Nonmetropolitan Counties,Big Horn,56,0,,2,1,53,232,11,191,30,
MONTANA Nonmetropolitan Counties,Blaine,16,0,,0,0,16,35,5,25,5,
MONTANA Nonmetropolitan Counties,Broadwater,12,0,,1,0,11,181,4,166,11,
MONTANA Nonmetropolitan Counties,Chouteau,3,0,,0,0,3,19,5,13,1,
MONTANA Nonmetropolitan Counties,Dawson,8,0,,0,0,8,74,13,57,4,
MONTANA Nonmetropolitan Counties,Deer Lodge,34,1,,5,0,28,102,12,78,12,
MONTANA Nonmetropolitan Counties,Fergus,6,0,,0,0,6,36,5,21,10,
MONTANA Nonmetropolitan Counties,Flathead,149,0,,18,4,127,,174,723,,
MONTANA Nonmetropolitan Counties,Gallatin,51,1,,9,2,39,401,68,281,52,
MONTANA Nonmetropolitan Counties,Glacier,24,0,,2,1,21,43,10,28,5,
MONTANA Nonmetropolitan Counties,Granite,3,0,,0,0,3,33,7,23,3,
MONTANA Nonmetropolitan Counties,Hill,23,0,,1,1,21,179,13,157,9,
MONTANA Nonmetropolitan Counties,Jefferson,20,0,,5,0,15,46,9,28,9,
MONTANA Nonmetropolitan Counties,Lake,75,1,,8,3,63,340,56,250,34,
MONTANA Nonmetropolitan Counties,Lewis and Clark,45,0,,6,0,39,374,69,271,34,
MONTANA Nonmetropolitan Counties,Lincoln,29,0,,2,1,26,238,41,180,17,
MONTANA Nonmetropolitan Counties,Madison,6,0,,0,0,6,57,9,40,8,
MONTANA Nonmetropolitan Counties,Mineral,27,0,,0,2,25,25,13,8,4,
MONTANA Nonmetropolitan Counties,Park,20,0,,1,0,19,77,19,53,5,
MONTANA Nonmetropolitan Counties,Phillips,8,0,,0,0,8,69,20,44,5,
MONTANA Nonmetropolitan Counties,Powell,15,0,,0,0,15,155,14,128,13,
MONTANA Nonmetropolitan Counties,Roosevelt,7,1,,0,0,6,30,6,24,0,
MONTANA Nonmetropolitan Counties,Rosebud,19,0,,2,0,17,44,20,18,6,
MONTANA Nonmetropolitan Counties,Sanders,20,0,,2,0,18,151,23,115,13,
MONTANA Nonmetropolitan Counties,Sheridan,1,0,,0,0,1,17,4,12,1,
MONTANA Nonmetropolitan Counties,Silver Bow,149,2,,4,4,139,992,129,769,94,
MONTANA Nonmetropolitan Counties,Stillwater,3,0,,1,0,2,24,9,13,2,
MONTANA Nonmetropolitan Counties,Sweet Grass,8,1,,1,0,6,30,2,24,4,
MONTANA Nonmetropolitan Counties,Teton,9,0,,1,0,8,52,5,35,12,
MONTANA Nonmetropolitan Counties,Toole,18,0,,2,0,16,64,12,43,9,
NEBRASKA Metropolitan Counties,Dixon,5,0,,3,0,2,82,29,49,4,
NEBRASKA Metropolitan Counties,Douglas,122,1,,6,12,103,1528,343,1090,95,
NEBRASKA Metropolitan Counties,Lancaster,15,0,,3,0,12,452,98,341,13,
NEBRASKA Metropolitan Counties,Sarpy,13,0,,1,0,12,843,84,712,47,
NEBRASKA Metropolitan Counties,Saunders,1,0,,0,0,1,88,19,61,8,
NEBRASKA Metropolitan Counties,Washington,2,0,,0,1,1,98,28,68,2,
NEBRASKA Nonmetropolitan Counties,Adams,0,0,,0,0,0,125,41,77,7,
NEBRASKA Nonmetropolitan Counties,Antelope,0,0,,0,0,0,30,7,22,1,
NEBRASKA Nonmetropolitan Counties,Arthur,0,0,,0,0,0,2,1,0,1,
NEBRASKA Nonmetropolitan Counties,Box Butte,0,0,,0,0,0,2,0,2,0,
NEBRASKA Nonmetropolitan Counties,Brown,2,0,,0,2,0,60,9,50,1,
NEBRASKA Nonmetropolitan Counties,Buffalo,11,0,,3,0,8,219,65,144,10,
NEBRASKA Nonmetropolitan Counties,Burt,1,0,,0,0,1,78,33,44,1,
NEBRASKA Nonmetropolitan Counties,Butler,2,0,,0,0,2,52,5,47,0,
NEBRASKA Nonmetropolitan Counties,Chase,1,0,,0,0,1,17,3,12,2,
NEBRASKA Nonmetropolitan Counties,Cherry,3,0,,0,0,3,8,2,4,2,
NEBRASKA Nonmetropolitan Counties,Colfax,7,0,,0,0,7,53,5,47,1,
NEBRASKA Nonmetropolitan Counties,Cuming,1,0,,1,0,0,20,8,8,4,
NEBRASKA Nonmetropolitan Counties,Custer,2,0,,0,1,1,79,12,66,1,
NEBRASKA Nonmetropolitan Counties,Deuel,0,0,,0,0,0,31,10,18,3,
NEBRASKA Nonmetropolitan Counties,Dodge,10,2,,1,1,6,138,18,111,9,
NEBRASKA Nonmetropolitan Counties,Franklin,2,0,,0,0,2,19,2,16,1,
NEBRASKA Nonmetropolitan Counties,Frontier,1,0,,0,0,1,28,5,23,0,
NEBRASKA Nonmetropolitan Counties,Furnas,2,0,,0,0,2,21,5,16,0,
NEBRASKA Nonmetropolitan Counties,Gage,3,0,,0,0,3,168,26,136,6,
NEBRASKA Nonmetropolitan Counties,Garden,1,0,,0,0,1,9,2,7,0,
NEBRASKA Nonmetropolitan Counties,Hall,11,0,,5,1,5,259,63,184,12,
NEBRASKA Nonmetropolitan Counties,Hamilton,1,0,,0,0,1,56,16,28,12,
NEBRASKA Nonmetropolitan Counties,Hitchcock,0,0,,0,0,0,4,1,3,0,
NEBRASKA Nonmetropolitan Counties,Hooker,0,0,,0,0,0,0,0,0,0,
NEBRASKA Nonmetropolitan Counties,Howard,7,0,,2,0,5,24,5,19,0,
NEBRASKA Nonmetropolitan Counties,Jefferson,5,1,,1,0,3,64,23,39,2,
NEBRASKA Nonmetropolitan Counties,Kearney,6,0,,2,0,4,42,12,30,0,
NEBRASKA Nonmetropolitan Counties,Keith,0,0,,0,0,0,67,23,39,5,
NEBRASKA Nonmetropolitan Counties,Keya Paha,0,0,,0,0,0,1,0,1,0,
NEBRASKA Nonmetropolitan Counties,Kimball,1,0,,0,0,1,17,6,11,0,
NEBRASKA Nonmetropolitan Counties,Knox,1,0,,0,0,1,30,1,26,3,
NEBRASKA Nonmetropolitan Counties,Lincoln,6,0,,0,0,6,122,25,93,4,
NEBRASKA Nonmetropolitan Counties,Madison,4,0,,2,0,2,86,21,60,5,
NEBRASKA Nonmetropolitan Counties,Merrick,1,0,,0,0,1,90,22,60,8,
NEBRASKA Nonmetropolitan Counties,Nance,1,0,,1,0,0,24,8,8,8,
NEBRASKA Nonmetropolitan Counties,Nemaha,3,1,,1,1,0,32,9,19,4,
NEBRASKA Nonmetropolitan Counties,Pawnee,3,1,,0,1,1,52,11,39,2,
NEBRASKA Nonmetropolitan Counties,Platte,7,0,,1,0,6,227,65,146,16,
NEBRASKA Nonmetropolitan Counties,Polk,0,0,,0,0,0,48,8,35,5,
NEBRASKA Nonmetropolitan Counties,Red Willow,3,0,,0,0,3,58,6,49,3,
NEBRASKA Nonmetropolitan Counties,Richardson,0,0,,0,0,0,30,11,17,2,
NEBRASKA Nonmetropolitan Counties,Rock,1,0,,0,0,1,21,12,8,1,
NEBRASKA Nonmetropolitan Counties,Saline,7,0,,1,0,6,82,19,58,5,
NEBRASKA Nonmetropolitan Counties,Scotts Bluff,7,0,,0,0,7,126,24,88,14,
NEBRASKA Nonmetropolitan Counties,Sheridan,5,0,,2,0,3,46,13,29,4,
NEBRASKA Nonmetropolitan Counties,Sioux,0,0,,0,0,0,0,0,0,0,
NEBRASKA Nonmetropolitan Counties,Stanton,5,0,,0,0,5,81,31,48,2,
NEBRASKA Nonmetropolitan Counties,Thayer,1,0,,0,0,1,89,24,62,3,
NEBRASKA Nonmetropolitan Counties,Wayne,0,0,,0,0,0,11,3,8,0,
NEBRASKA Nonmetropolitan Counties,Webster,3,0,,1,1,1,17,2,12,3,
NEBRASKA Nonmetropolitan Counties,Wheeler,0,0,,0,0,0,4,0,4,0,
NEBRASKA Nonmetropolitan Counties,York,2,0,,2,0,0,66,13,49,4,
NEVADA Metropolitan Counties ,Carson City,195,2,,2,22,169,1247,291,819,137,
NEVADA Metropolitan Counties ,Storey,0,0,,0,0,0,65,17,45,3,
NEVADA Metropolitan Counties ,Washoe,199,4,,0,22,173,1631,566,846,219,
NEVADA Nonmetropolitan Counties,Churchill,52,1,,9,0,42,295,118,155,22,
NEVADA Nonmetropolitan Counties,Douglas,87,2,,24,2,59,1008,207,740,61,
NEVADA Nonmetropolitan Counties,Elko,19,1,,6,0,12,192,87,87,18,
NEVADA Nonmetropolitan Counties,Esmeralda,3,0,,0,0,3,6,1,4,1,
NEVADA Nonmetropolitan Counties,Eureka,6,0,,1,0,5,24,9,11,4,
NEVADA Nonmetropolitan Counties,Humboldt,51,0,,0,2,49,49,13,30,6,
NEVADA Nonmetropolitan Counties,Lander,43,0,,11,2,30,104,43,54,7,
NEVADA Nonmetropolitan Counties,Lincoln,4,0,,0,0,4,46,8,29,9,
NEVADA Nonmetropolitan Counties,Lyon,85,1,,5,5,74,728,207,444,77,
NEVADA Nonmetropolitan Counties,Mineral,7,0,,1,0,6,46,23,18,5,
NEVADA Nonmetropolitan Counties,Nye,124,2,,9,10,103,936,271,475,190,
NEVADA Nonmetropolitan Counties,Pershing,73,1,,10,0,62,64,36,26,2,
NEVADA Nonmetropolitan Counties,White Pine,39,1,,4,1,33,202,61,111,30,
NEW HAMPSHIRE Metropolitan Counties,Rockingham,17,0,,0,0,17,19,0,17,2,
NEW HAMPSHIRE Nonmetropolitan Counties ,Carroll,6,0,,2,1,3,33,16,16,1,
NEW HAMPSHIRE Nonmetropolitan Counties ,Cheshire,0,0,,0,0,0,7,0,6,1,
NEW HAMPSHIRE Nonmetropolitan Counties ,Merrimack,7,0,,5,0,2,9,1,8,0,
NEW JERSEY Metropolitan Counties,Essex County Police Department,119,2,,2,73,42,124,20,85,19,
NEW MEXICO Metropolitan Counties,Bernalillo,821,13,,46,115,647,2556,878,1258,420,
NEW MEXICO Metropolitan Counties,Sandoval,29,1,,1,0,27,164,91,69,4,
NEW MEXICO Metropolitan Counties,San Juan,269,2,,31,9,227,1074,233,771,70,
NEW MEXICO Metropolitan Counties,Santa Fe,199,0,,24,10,165,1005,746,258,1,
NEW MEXICO Metropolitan Counties,Valencia,145,4,,13,17,111,1329,642,360,327,
NEW MEXICO Nonmetropolitan Counties,Chaves,35,1,,5,0,29,425,202,192,31,
NEW MEXICO Nonmetropolitan Counties,Cibola,50,0,,3,1,46,130,66,45,19,
NEW MEXICO Nonmetropolitan Counties,Eddy,63,0,,11,4,48,382,149,215,18,
NEW MEXICO Nonmetropolitan Counties,Grant,7,0,,1,0,6,96,58,38,0,
NEW MEXICO Nonmetropolitan Counties,Harding,0,0,,0,0,0,2,2,0,0,
NEW MEXICO Nonmetropolitan Counties,Lea,58,0,,23,1,34,416,162,230,24,
NEW MEXICO Nonmetropolitan Counties,McKinley,117,0,,0,12,105,299,113,146,40,
NEW MEXICO Nonmetropolitan Counties,Mora,6,1,,0,2,3,16,13,1,2,
NEW MEXICO Nonmetropolitan Counties,Otero,7,0,,5,2,,218,91,114,13,
NEW MEXICO Nonmetropolitan Counties,Rio Arriba,44,0,,2,0,42,85,68,9,8,
NEW MEXICO Nonmetropolitan Counties,Sierra,7,0,,2,0,5,63,28,30,5,
NEW MEXICO Nonmetropolitan Counties,Socorro,25,0,,0,1,24,68,18,37,13,
NEW YORK Metropolitan Counties,Albany,32,0,,1,2,29,113,25,86,2,
NEW YORK Metropolitan Counties,Broome,51,1,,4,8,38,1045,183,827,35,
NEW YORK Metropolitan Counties,Chemung,12,0,,1,5,6,378,58,296,24,
NEW YORK Metropolitan Counties,Dutchess,68,0,,7,11,50,762,159,573,30,
NEW YORK Metropolitan Counties,Erie,113,2,,8,7,96,858,229,613,16,
NEW YORK Metropolitan Counties,Herkimer,0,0,,0,0,0,8,0,8,0,
NEW YORK Metropolitan Counties,Livingston,34,1,,7,3,23,816,91,708,17,
NEW YORK Metropolitan Counties,Madison,7,0,,3,0,4,227,82,137,8,
NEW YORK Metropolitan Counties,Monroe,219,1,,19,68,131,3948,675,3080,193,
NEW YORK Metropolitan Counties,Nassau,1813,14,,74,866,859,14713,2170,11372,1171,
NEW YORK Metropolitan Counties,Niagara,94,0,,13,22,59,1322,373,874,75,
NEW YORK Metropolitan Counties,Oneida,58,1,,3,3,51,571,147,398,26,
NEW YORK Metropolitan Counties,Onondaga,166,2,,22,51,91,1876,399,1397,80,
NEW YORK Metropolitan Counties,Ontario,53,1,,9,7,36,967,228,669,70,
NEW YORK Metropolitan Counties,Orange,4,0,,0,0,4,7,0,7,0,
NEW YORK Metropolitan Counties,Orleans,26,0,,3,4,19,286,107,169,10,
NEW YORK Metropolitan Counties,Oswego,34,0,,7,3,24,487,155,309,23,
NEW YORK Metropolitan Counties,Rensselaer,42,0,,5,8,29,222,61,148,13,
NEW YORK Metropolitan Counties,Rockland,7,0,,0,1,6,37,3,34,0,
NEW YORK Metropolitan Counties,Saratoga,40,1,,4,6,29,1094,204,846,44,
NEW YORK Metropolitan Counties,Schenectady,6,0,,0,4,2,11,0,8,3,
NEW YORK Metropolitan Counties,Schoharie,2,1,,0,0,1,75,16,54,5,
NEW YORK Metropolitan Counties,Suffolk,264,0,,0,1,263,13,0,13,0,
NEW YORK Metropolitan Counties,Suffolk County Police Department,2481,37,,86,1027,1331,24811,3373,19110,2328,
NEW YORK Metropolitan Counties,Tioga,12,0,,2,1,9,227,75,138,14,
NEW YORK Metropolitan Counties,Tompkins,30,0,,18,2,10,475,93,360,22,
NEW YORK Metropolitan Counties,Ulster,52,0,,3,5,44,340,69,247,24,
NEW YORK Metropolitan Counties,Warren,43,0,,11,5,27,842,174,643,25,
NEW YORK Metropolitan Counties,Washington,31,1,,6,0,24,397,126,260,11,
NEW YORK Metropolitan Counties,Wayne,49,0,,7,9,33,676,200,440,36,
NEW YORK Metropolitan Counties,Westchester Public Safety,75,0,,4,12,59,305,18,281,6,
NEW YORK Nonmetropolitan Counties,Allegany,2,0,,0,0,2,4,0,4,0,
NEW YORK Nonmetropolitan Counties,Cattaraugus,52,0,,11,0,41,589,146,414,29,
NEW YORK Nonmetropolitan Counties,Cayuga,15,0,,3,1,11,331,93,226,12,
NEW YORK Nonmetropolitan Counties,Chautauqua,46,0,,15,4,27,742,180,531,31,
NEW YORK Nonmetropolitan Counties,Chenango,28,0,,1,0,27,335,80,248,7,
NEW YORK Nonmetropolitan Counties,Clinton,3,0,,0,0,3,12,0,11,1,
NEW YORK Nonmetropolitan Counties,Columbia,21,3,,2,6,10,432,93,334,5,
NEW YORK Nonmetropolitan Counties,Cortland,16,0,,8,0,8,311,54,250,7,
NEW YORK Nonmetropolitan Counties,Delaware,16,1,,1,0,14,132,37,89,6,
NEW YORK Nonmetropolitan Counties,Franklin,0,0,,0,0,0,0,0,0,0,
NEW YORK Nonmetropolitan Counties,Fulton,14,0,,2,1,11,427,112,281,34,
NEW YORK Nonmetropolitan Counties,Genesee,41,0,,6,7,28,700,139,536,25,
NEW YORK Nonmetropolitan Counties,Greene,2,0,,0,0,2,40,10,25,5,
NEW YORK Nonmetropolitan Counties,Hamilton,1,0,,0,0,1,10,2,8,0,
NEW YORK Nonmetropolitan Counties,Jefferson,39,0,,8,5,26,534,114,405,15,
NEW YORK Nonmetropolitan Counties,Lewis,5,0,,0,0,5,159,105,44,10,
NEW YORK Nonmetropolitan Counties,Montgomery,13,0,,0,1,12,398,51,335,12,
NEW YORK Nonmetropolitan Counties,Otsego,15,1,,4,0,10,156,48,103,5,
NEW YORK Nonmetropolitan Counties,Schuyler,7,0,,1,0,6,92,27,60,5,
NEW YORK Nonmetropolitan Counties,Seneca,8,0,,1,1,6,158,17,133,8,
NEW YORK Nonmetropolitan Counties,Steuben,18,0,,2,0,16,123,33,89,1,
NEW YORK Nonmetropolitan Counties,St. Lawrence,25,0,,3,1,21,369,116,231,22,
NEW YORK Nonmetropolitan Counties,Sullivan,40,1,,4,5,30,508,107,372,29,
NEW YORK Nonmetropolitan Counties,Wyoming,41,0,,2,2,37,294,79,197,18,
NEW YORK Nonmetropolitan Counties,Yates,12,0,,1,1,10,197,51,139,7,
NORTH CAROLINA Metropolitan Counties,Alamance,130,2,,7,10,111,1281,452,737,92,
NORTH CAROLINA Metropolitan Counties,Alexander,60,2,,6,6,46,716,328,336,52,
NORTH CAROLINA Metropolitan Counties,Anson,56,5,,2,11,38,566,249,275,42,
NORTH CAROLINA Metropolitan Counties,Brunswick,148,6,,20,27,95,2339,1038,1078,223,
NORTH CAROLINA Metropolitan Counties,Buncombe,220,1,,17,48,154,2717,1069,1389,259,
NORTH CAROLINA Metropolitan Counties,Cabarrus,34,2,,2,13,17,1277,595,626,56,
NORTH CAROLINA Metropolitan Counties,Caldwell,64,1,,6,9,48,1379,528,771,80,
NORTH CAROLINA Metropolitan Counties,Catawba,135,4,,11,30,90,1635,622,862,151,
NORTH CAROLINA Metropolitan Counties,Chatham,117,2,,4,17,94,898,384,428,86,
NORTH CAROLINA Metropolitan Counties,Cumberland,554,11,,20,95,428,4896,1624,2931,341,
NORTH CAROLINA Metropolitan Counties,Currituck,63,1,,6,9,47,502,194,287,21,
NORTH CAROLINA Metropolitan Counties,Davie,67,1,,4,4,58,682,254,383,45,
